Date,Zipcode,New Eviction Filings,COVID19 Declarations,Marshals Evictions Executed,Valid NY Zipcode?
2018-12,10304,62.0,,6.0,yes
2018-12,10305,36.0,,6.0,yes
2018-12,10306,25.0,,4.0,yes
2018-12,10307,3.0,,,yes
2018-12,10308,5.0,,,yes
2018-12,10309,5.0,,1.0,yes
2018-12,10310,28.0,,1.0,yes
2018-12,10312,6.0,,1.0,yes
2018-12,10314,42.0,,7.0,yes
2018-12,10451,339.0,,22.0,yes
2018-12,10452,419.0,,24.0,yes
2018-12,10453,498.0,,23.0,yes
2018-12,10454,283.0,,8.0,yes
2018-12,10455,179.0,,10.0,yes
2018-12,10456,524.0,,34.0,yes
2018-12,10457,372.0,,19.0,yes
2018-12,10458,384.0,,33.0,yes
2018-12,10459,278.0,,16.0,yes
2018-12,10460,288.0,,20.0,yes
2018-12,10461,71.0,,7.0,yes
2018-12,10462,258.0,,14.0,yes
2018-12,10463,279.0,,9.0,yes
2018-12,10464,1.0,,,yes
2018-12,10465,12.0,,3.0,yes
2018-12,10466,212.0,,22.0,yes
2018-12,10467,480.0,,26.0,yes
2018-12,10468,400.0,,25.0,yes
2018-12,10469,180.0,,11.0,yes
2018-12,10470,23.0,,8.0,yes
2018-12,10471,38.0,,1.0,yes
2018-12,10472,271.0,,17.0,yes
2018-12,10473,441.0,,10.0,yes
2018-12,10474,88.0,,5.0,yes
2018-12,10475,83.0,,4.0,yes
2018-12,11004,3.0,,,yes
2018-12,11040,,,2.0,yes
2018-12,11101,117.0,,2.0,yes
2018-12,11102,25.0,,,yes
2018-12,11103,21.0,,1.0,yes
2018-12,11104,50.0,,,yes
2018-12,11105,36.0,,1.0,yes
2018-12,11106,57.0,,1.0,yes
2018-12,11109,12.0,,,yes
2018-12,11111,1.0,,,no
2018-12,11201,65.0,,6.0,yes
2018-12,11203,175.0,,19.0,yes
2018-12,11204,37.0,,6.0,yes
2018-12,11205,86.0,,1.0,yes
2018-12,11206,128.0,,7.0,yes
2018-12,11207,320.0,,27.0,yes
2018-12,11208,259.0,,16.0,yes
2018-12,11209,55.0,,6.0,yes
2018-12,11210,105.0,,6.0,yes
2018-12,11211,77.0,,7.0,yes
2018-12,11212,411.0,,23.0,yes
2018-12,11213,175.0,,14.0,yes
2018-12,11214,66.0,,10.0,yes
2018-12,11215,19.0,,4.0,yes
2018-12,11216,108.0,,7.0,yes
2018-12,11217,42.0,,1.0,yes
2018-12,11218,57.0,,3.0,yes
2018-12,11219,30.0,,1.0,yes
2018-12,11220,48.0,,5.0,yes
2018-12,11221,157.0,,6.0,yes
2018-12,11222,25.0,,2.0,yes
2018-12,11223,101.0,,3.0,yes
2018-12,11224,156.0,,6.0,yes
2018-12,11225,211.0,,18.0,yes
2018-12,11226,329.0,,21.0,yes
2018-12,11228,9.0,,1.0,yes
2018-12,11229,73.0,,5.0,yes
2018-12,11230,108.0,,7.0,yes
2018-12,11231,78.0,,2.0,yes
2018-12,11232,15.0,,,yes
2018-12,11233,275.0,,16.0,yes
2018-12,11234,52.0,,8.0,yes
2018-12,11235,97.0,,12.0,yes
2018-12,11236,160.0,,10.0,yes
2018-12,11237,22.0,,2.0,yes
2018-12,11238,84.0,,4.0,yes
2018-12,11239,129.0,,4.0,yes
2018-12,11249,84.0,,2.0,yes
2018-12,11354,59.0,,7.0,yes
2018-12,11355,77.0,,4.0,yes
2018-12,11356,3.0,,2.0,yes
2018-12,11357,5.0,,5.0,yes
2018-12,11358,16.0,,1.0,yes
2018-12,11360,2.0,,,yes
2018-12,11361,7.0,,1.0,yes
2018-12,11362,2.0,,1.0,yes
2018-12,11363,1.0,,,yes
2018-12,11364,19.0,,3.0,yes
2018-12,11365,92.0,,3.0,yes
2018-12,11366,4.0,,,yes
2018-12,11367,44.0,,2.0,yes
2018-12,11368,207.0,,10.0,yes
2018-12,11369,20.0,,3.0,yes
2018-12,11370,8.0,,,yes
2018-12,11372,113.0,,4.0,yes
2018-12,11373,108.0,,8.0,yes
2018-12,11374,35.0,,2.0,yes
2018-12,11375,56.0,,5.0,yes
2018-12,11377,73.0,,2.0,yes
2018-12,11378,7.0,,1.0,yes
2018-12,11379,17.0,,1.0,yes
2018-12,11385,53.0,,4.0,yes
2018-12,11411,17.0,,3.0,yes
2018-12,11412,33.0,,3.0,yes
2018-12,11413,27.0,,6.0,yes
2018-12,11414,6.0,,,yes
2018-12,11415,24.0,,1.0,yes
2018-12,11416,18.0,,4.0,yes
2018-12,11417,19.0,,1.0,yes
2018-12,11418,34.0,,2.0,yes
2018-12,11419,17.0,,1.0,yes
2018-12,11420,24.0,,2.0,yes
2018-12,11421,18.0,,3.0,yes
2018-12,11422,23.0,,8.0,yes
2018-12,11423,34.0,,6.0,yes
2018-12,11426,5.0,,1.0,yes
2018-12,11427,22.0,,1.0,yes
2018-12,11428,20.0,,2.0,yes
2018-12,11429,23.0,,1.0,yes
2018-12,11430,1.0,,,yes
2018-12,11432,69.0,,9.0,yes
2018-12,11433,45.0,,6.0,yes
2018-12,11434,138.0,,11.0,yes
2018-12,11435,74.0,,7.0,yes
2018-12,11436,10.0,,2.0,yes
2018-12,11691,234.0,,15.0,yes
2018-12,11692,90.0,,1.0,yes
2018-12,11693,34.0,,3.0,yes
2018-12,11694,26.0,,2.0,yes
2019-01,0,3.0,,,no
2019-01,10001,72.0,,5.0,yes
2019-01,10002,211.0,,3.0,yes
2019-01,10003,40.0,,3.0,yes
2019-01,10004,1.0,,,yes
2019-01,10005,10.0,,2.0,yes
2019-01,10006,2.0,,1.0,yes
2019-01,10007,5.0,,,yes
2019-01,10009,144.0,,8.0,yes
2019-01,10010,8.0,,1.0,yes
2019-01,10011,57.0,,6.0,yes
2019-01,10012,14.0,,5.0,yes
2019-01,10013,22.0,,3.0,yes
2019-01,10014,26.0,,1.0,yes
2019-01,10016,70.0,,4.0,yes
2019-01,10017,4.0,,2.0,yes
2019-01,10018,28.0,,6.0,yes
2019-01,10019,75.0,,10.0,yes
2019-01,10021,34.0,,2.0,yes
2019-01,10022,28.0,,5.0,yes
2019-01,10023,101.0,,3.0,yes
2019-01,10024,82.0,,3.0,yes
2019-01,10025,318.0,,10.0,yes
2019-01,10026,109.0,,10.0,yes
2019-01,10027,313.0,,8.0,yes
2019-01,10028,24.0,,4.0,yes
2019-01,10029,374.0,,16.0,yes
2019-01,10030,164.0,,10.0,yes
2019-01,10031,174.0,,7.0,yes
2019-01,10032,208.0,,18.0,yes
2019-01,10033,152.0,,13.0,yes
2019-01,10034,162.0,,10.0,yes
2019-01,10035,80.0,,13.0,yes
2019-01,10036,58.0,,8.0,yes
2019-01,10037,214.0,,15.0,yes
2019-01,10038,94.0,,,yes
2019-01,10039,161.0,,8.0,yes
2019-01,10040,105.0,,9.0,yes
2019-01,10044,9.0,,2.0,yes
2019-01,10065,41.0,,1.0,yes
2019-01,10069,4.0,,,yes
2019-01,10075,13.0,,3.0,yes
2019-01,10101,1.0,,,yes
2019-01,10128,100.0,,5.0,yes
2019-01,10162,2.0,,,yes
2019-01,10280,13.0,,,yes
2019-01,10301,75.0,,7.0,yes
2019-01,10302,11.0,,1.0,yes
2019-01,10303,64.0,,10.0,yes
2019-01,10304,203.0,,13.0,yes
2019-01,10305,10.0,,1.0,yes
2019-01,10306,51.0,,6.0,yes
2019-01,10307,5.0,,,yes
2019-01,10308,2.0,,,yes
2019-01,10309,3.0,,,yes
2019-01,10310,39.0,,3.0,yes
2019-01,10312,7.0,,4.0,yes
2019-01,10314,19.0,,2.0,yes
2019-01,10451,423.0,,26.0,yes
2019-01,10452,476.0,,47.0,yes
2019-01,10453,637.0,,50.0,yes
2019-01,10454,258.0,,11.0,yes
2019-01,10455,252.0,,16.0,yes
2019-01,10456,690.0,,53.0,yes
2019-01,10457,525.0,,40.0,yes
2019-01,10458,430.0,,38.0,yes
2019-01,10459,273.0,,32.0,yes
2019-01,10460,367.0,,46.0,yes
2019-01,10461,91.0,,8.0,yes
2019-01,10462,325.0,,23.0,yes
2019-01,10463,235.0,,20.0,yes
2019-01,10464,4.0,,,yes
2019-01,10465,101.0,,5.0,yes
2019-01,10466,323.0,,37.0,yes
2019-01,10467,546.0,,49.0,yes
2019-01,10468,484.0,,21.0,yes
2019-01,10469,133.0,,19.0,yes
2019-01,10470,45.0,,10.0,yes
2019-01,10471,24.0,,3.0,yes
2019-01,10472,314.0,,26.0,yes
2019-01,10473,266.0,,27.0,yes
2019-01,10474,63.0,,10.0,yes
2019-01,10475,116.0,,4.0,yes
2019-01,11001,1.0,,,yes
2019-01,11004,2.0,,,yes
2019-01,11101,54.0,,7.0,yes
2019-01,11102,35.0,,3.0,yes
2019-01,11103,21.0,,3.0,yes
2019-01,11104,40.0,,8.0,yes
2019-01,11105,36.0,,1.0,yes
2019-01,11106,59.0,,11.0,yes
2019-01,11109,15.0,,,yes
2019-01,11201,100.0,,4.0,yes
2019-01,11202,2.0,,,yes
2019-01,11203,166.0,,33.0,yes
2019-01,11204,44.0,,9.0,yes
2019-01,11205,180.0,,9.0,yes
2019-01,11206,273.0,,10.0,yes
2019-01,11207,376.0,,33.0,yes
2019-01,11208,271.0,,42.0,yes
2019-01,11209,63.0,,9.0,yes
2019-01,11210,92.0,,20.0,yes
2019-01,11211,78.0,,5.0,yes
2019-01,11212,580.0,,30.0,yes
2019-01,11213,243.0,,21.0,yes
2019-01,11214,97.0,,16.0,yes
2019-01,11215,24.0,,3.0,yes
2019-01,11216,153.0,,18.0,yes
2019-01,11217,103.0,,3.0,yes
2019-01,11218,44.0,,9.0,yes
2019-01,11219,33.0,,3.0,yes
2019-01,11220,48.0,,9.0,yes
2019-01,11221,166.0,,19.0,yes
2019-01,11222,30.0,,1.0,yes
2019-01,11223,106.0,,18.0,yes
2019-01,11224,207.0,,8.0,yes
2019-01,11225,193.0,,20.0,yes
2019-01,11226,344.0,,22.0,yes
2019-01,11228,10.0,,3.0,yes
2019-01,11229,98.0,,8.0,yes
2019-01,11230,133.0,,11.0,yes
2019-01,11231,25.0,,2.0,yes
2019-01,11232,16.0,,,yes
2019-01,11233,286.0,,36.0,yes
2019-01,11234,84.0,,11.0,yes
2019-01,11235,106.0,,14.0,yes
2019-01,11236,122.0,,21.0,yes
2019-01,11237,46.0,,11.0,yes
2019-01,11238,86.0,,9.0,yes
2019-01,11239,174.0,,6.0,yes
2019-01,11249,92.0,,2.0,yes
2019-01,11354,63.0,,11.0,yes
2019-01,11355,81.0,,4.0,yes
2019-01,11356,10.0,,2.0,yes
2019-01,11357,8.0,,5.0,yes
2019-01,11358,18.0,,7.0,yes
2019-01,11360,7.0,,3.0,yes
2019-01,11361,8.0,,1.0,yes
2019-01,11362,1.0,,,yes
2019-01,11364,10.0,,2.0,yes
2019-01,11365,78.0,,13.0,yes
2019-01,11366,5.0,,,yes
2019-01,11367,89.0,,4.0,yes
2019-01,11368,309.0,,28.0,yes
2019-01,11369,11.0,,5.0,yes
2019-01,11370,9.0,,1.0,yes
2019-01,11372,97.0,,8.0,yes
2019-01,11373,120.0,,14.0,yes
2019-01,11374,67.0,,6.0,yes
2019-01,11375,58.0,,5.0,yes
2019-01,11377,100.0,,16.0,yes
2019-01,11378,13.0,,8.0,yes
2019-01,11379,41.0,,6.0,yes
2019-01,11385,44.0,,4.0,yes
2019-01,11411,12.0,,3.0,yes
2019-01,11412,26.0,,13.0,yes
2019-01,11413,28.0,,12.0,yes
2019-01,11414,12.0,,6.0,yes
2019-01,11415,43.0,,3.0,yes
2019-01,11416,10.0,,7.0,yes
2019-01,11417,12.0,,7.0,yes
2019-01,11418,45.0,,5.0,yes
2019-01,11419,20.0,,6.0,yes
2019-01,11420,28.0,,6.0,yes
2019-01,11421,20.0,,5.0,yes
2019-01,11422,26.0,,1.0,yes
2019-01,11423,46.0,,2.0,yes
2019-01,11426,6.0,,2.0,yes
2019-01,11427,25.0,,4.0,yes
2019-01,11428,7.0,,3.0,yes
2019-01,11429,20.0,,5.0,yes
2019-01,11430,2.0,,,yes
2019-01,11432,157.0,,12.0,yes
2019-01,11433,68.0,,17.0,yes
2019-01,11434,256.0,,17.0,yes
2019-01,11435,113.0,,7.0,yes
2019-01,11436,20.0,,6.0,yes
2019-01,11691,232.0,,28.0,yes
2019-01,11692,97.0,,14.0,yes
2019-01,11693,41.0,,2.0,yes
2019-01,11694,24.0,,5.0,yes
2019-02,0,11.0,,,no
2019-02,10001,37.0,,4.0,yes
2019-02,10002,71.0,,6.0,yes
2019-02,10003,28.0,,3.0,yes
2019-02,10004,1.0,,,yes
2019-02,10005,10.0,,4.0,yes
2019-02,10006,4.0,,,yes
2019-02,10007,2.0,,,yes
2019-02,10009,93.0,,7.0,yes
2019-02,10010,14.0,,2.0,yes
2019-02,10011,42.0,,4.0,yes
2019-02,10012,16.0,,,yes
2019-02,10013,16.0,,3.0,yes
2019-02,10014,28.0,,,yes
2019-02,10016,50.0,,7.0,yes
2019-02,10017,13.0,,,yes
2019-02,10018,11.0,,5.0,yes
2019-02,10019,58.0,,6.0,yes
2019-02,10021,25.0,,1.0,yes
2019-02,10022,27.0,,4.0,yes
2019-02,10023,60.0,,5.0,yes
2019-02,10024,48.0,,3.0,yes
2019-02,10025,137.0,,5.0,yes
2019-02,10026,173.0,,2.0,yes
2019-02,10027,285.0,,13.0,yes
2019-02,10028,32.0,,3.0,yes
2019-02,10029,349.0,,18.0,yes
2019-02,10030,187.0,,14.0,yes
2019-02,10031,185.0,,10.0,yes
2019-02,10032,129.0,,10.0,yes
2019-02,10033,130.0,,8.0,yes
2019-02,10034,165.0,,10.0,yes
2019-02,10035,99.0,,7.0,yes
2019-02,10036,53.0,,11.0,yes
2019-02,10037,105.0,,11.0,yes
2019-02,10038,6.0,,1.0,yes
2019-02,10039,238.0,,10.0,yes
2019-02,10040,160.0,,6.0,yes
2019-02,10044,3.0,,,yes
2019-02,10065,28.0,,1.0,yes
2019-02,10069,1.0,,,yes
2019-02,10075,10.0,,,yes
2019-02,10128,37.0,,3.0,yes
2019-02,10280,18.0,,,yes
2019-02,10282,1.0,,,yes
2019-02,10301,51.0,,12.0,yes
2019-02,10302,16.0,,5.0,yes
2019-02,10303,34.0,,7.0,yes
2019-02,10304,76.0,,11.0,yes
2019-02,10305,28.0,,3.0,yes
2019-02,10306,18.0,,3.0,yes
2019-02,10307,,,4.0,yes
2019-02,10308,3.0,,,yes
2019-02,10309,3.0,,1.0,yes
2019-02,10310,16.0,,1.0,yes
2019-02,10312,8.0,,3.0,yes
2019-02,10314,40.0,,1.0,yes
2019-02,10451,309.0,,28.0,yes
2019-02,10452,387.0,,31.0,yes
2019-02,10453,586.0,,29.0,yes
2019-02,10454,275.0,,13.0,yes
2019-02,10455,264.0,,16.0,yes
2019-02,10456,565.0,,37.0,yes
2019-02,10457,460.0,,32.0,yes
2019-02,10458,409.0,,34.0,yes
2019-02,10459,243.0,,24.0,yes
2019-02,10460,298.0,,44.0,yes
2019-02,10461,69.0,,18.0,yes
2019-02,10462,230.0,,28.0,yes
2019-02,10463,225.0,,24.0,yes
2019-02,10465,17.0,,6.0,yes
2019-02,10466,244.0,,34.0,yes
2019-02,10467,469.0,,34.0,yes
2019-02,10468,358.0,,21.0,yes
2019-02,10469,167.0,,16.0,yes
2019-02,10470,26.0,,10.0,yes
2019-02,10471,26.0,,1.0,yes
2019-02,10472,220.0,,15.0,yes
2019-02,10473,188.0,,13.0,yes
2019-02,10474,83.0,,7.0,yes
2019-02,10475,46.0,,11.0,yes
2019-02,11001,1.0,,,yes
2019-02,11004,3.0,,1.0,yes
2019-02,11024,1.0,,,yes
2019-02,11101,111.0,,6.0,yes
2019-02,11102,62.0,,5.0,yes
2019-02,11103,14.0,,7.0,yes
2019-02,11104,47.0,,1.0,yes
2019-02,11105,32.0,,1.0,yes
2019-02,11106,82.0,,6.0,yes
2019-02,11109,8.0,,2.0,yes
2019-02,11111,1.0,,,no
2019-02,11201,113.0,,3.0,yes
2019-02,11203,173.0,,14.0,yes
2019-02,11204,38.0,,5.0,yes
2019-02,11205,115.0,,10.0,yes
2019-02,11206,281.0,,11.0,yes
2019-02,11207,381.0,,31.0,yes
2019-02,11208,287.0,,32.0,yes
2019-02,11209,76.0,,3.0,yes
2019-02,11210,141.0,,6.0,yes
2019-02,11211,60.0,,6.0,yes
2019-02,11212,394.0,,18.0,yes
2019-02,11213,183.0,,18.0,yes
2019-02,11214,47.0,,11.0,yes
2019-02,11215,19.0,,2.0,yes
2019-02,11216,188.0,,10.0,yes
2019-02,11217,19.0,,2.0,yes
2019-02,11218,68.0,,3.0,yes
2019-02,11219,44.0,,3.0,yes
2019-02,11220,39.0,,7.0,yes
2019-02,11221,288.0,,17.0,yes
2019-02,11222,15.0,,1.0,yes
2019-02,11223,49.0,,6.0,yes
2019-02,11224,121.0,,10.0,yes
2019-02,11225,198.0,,17.0,yes
2019-02,11226,366.0,,33.0,yes
2019-02,11228,9.0,,,yes
2019-02,11229,112.0,,4.0,yes
2019-02,11230,91.0,,9.0,yes
2019-02,11231,72.0,,,yes
2019-02,11232,22.0,,,yes
2019-02,11233,327.0,,31.0,yes
2019-02,11234,77.0,,8.0,yes
2019-02,11235,103.0,,7.0,yes
2019-02,11236,75.0,,22.0,yes
2019-02,11237,38.0,,8.0,yes
2019-02,11238,81.0,,11.0,yes
2019-02,11239,167.0,,9.0,yes
2019-02,11249,29.0,,4.0,yes
2019-02,11354,67.0,,5.0,yes
2019-02,11355,56.0,,9.0,yes
2019-02,11356,10.0,,1.0,yes
2019-02,11357,3.0,,,yes
2019-02,11358,13.0,,1.0,yes
2019-02,11360,3.0,,1.0,yes
2019-02,11361,6.0,,2.0,yes
2019-02,11362,4.0,,1.0,yes
2019-02,11364,15.0,,2.0,yes
2019-02,11365,145.0,,,yes
2019-02,11366,5.0,,1.0,yes
2019-02,11367,68.0,,6.0,yes
2019-02,11368,68.0,,22.0,yes
2019-02,11369,36.0,,2.0,yes
2019-02,11370,14.0,,4.0,yes
2019-02,11372,103.0,,9.0,yes
2019-02,11373,112.0,,9.0,yes
2019-02,11374,60.0,,3.0,yes
2019-02,11375,39.0,,10.0,yes
2019-02,11377,116.0,,12.0,yes
2019-02,11378,16.0,,3.0,yes
2019-02,11379,10.0,,2.0,yes
2019-02,11385,32.0,,5.0,yes
2019-02,11411,7.0,,3.0,yes
2019-02,11412,29.0,,11.0,yes
2019-02,11413,29.0,,8.0,yes
2019-02,11414,3.0,,2.0,yes
2019-02,11415,32.0,,7.0,yes
2019-02,11416,14.0,,1.0,yes
2019-02,11417,15.0,,8.0,yes
2019-02,11418,31.0,,8.0,yes
2019-02,11419,15.0,,6.0,yes
2019-02,11420,21.0,,5.0,yes
2019-02,11421,33.0,,8.0,yes
2019-02,11422,17.0,,8.0,yes
2019-02,11423,41.0,,1.0,yes
2019-02,11424,1.0,,,yes
2019-02,11426,1.0,,1.0,yes
2019-02,11427,21.0,,4.0,yes
2019-02,11428,15.0,,2.0,yes
2019-02,11429,13.0,,2.0,yes
2019-02,11430,,,1.0,yes
2019-02,11432,77.0,,11.0,yes
2019-02,11433,40.0,,6.0,yes
2019-02,11434,207.0,,20.0,yes
2019-02,11435,67.0,,7.0,yes
2019-02,11436,14.0,,4.0,yes
2019-02,11691,261.0,,16.0,yes
2019-02,11692,73.0,,3.0,yes
2019-02,11693,11.0,,5.0,yes
2019-02,11694,44.0,,4.0,yes
2019-03,0,2.0,,,no
2019-03,10001,32.0,,6.0,yes
2019-03,10002,230.0,,6.0,yes
2019-03,10003,35.0,,2.0,yes
2019-03,10004,4.0,,,yes
2019-03,10005,11.0,,,yes
2019-03,10006,3.0,,1.0,yes
2019-03,10007,1.0,,,yes
2019-03,10009,230.0,,5.0,yes
2019-03,10010,12.0,,3.0,yes
2019-03,10011,44.0,,4.0,yes
2019-03,10012,19.0,,,yes
2019-03,10013,14.0,,1.0,yes
2019-03,10014,30.0,,3.0,yes
2019-03,10016,30.0,,6.0,yes
2019-03,10017,14.0,,3.0,yes
2019-03,10018,10.0,,,yes
2019-03,10019,57.0,,7.0,yes
2019-03,10021,35.0,,2.0,yes
2019-03,10022,30.0,,2.0,yes
2019-03,10023,53.0,,3.0,yes
2019-03,10024,67.0,,2.0,yes
2019-03,10025,98.0,,4.0,yes
2019-03,10026,150.0,,7.0,yes
2019-03,10027,202.0,,10.0,yes
2019-03,10028,21.0,,1.0,yes
2019-03,10029,208.0,,18.0,yes
2019-03,10030,142.0,,6.0,yes
2019-03,10031,154.0,,9.0,yes
2019-03,10032,152.0,,12.0,yes
2019-03,10033,179.0,,10.0,yes
2019-03,10034,139.0,,11.0,yes
2019-03,10035,129.0,,16.0,yes
2019-03,10036,39.0,,4.0,yes
2019-03,10037,117.0,,7.0,yes
2019-03,10038,13.0,,1.0,yes
2019-03,10039,173.0,,4.0,yes
2019-03,10040,108.0,,8.0,yes
2019-03,10044,5.0,,,yes
2019-03,10065,15.0,,,yes
2019-03,10069,3.0,,,yes
2019-03,10075,14.0,,2.0,yes
2019-03,10128,84.0,,4.0,yes
2019-03,10162,4.0,,,yes
2019-03,10280,12.0,,,yes
2019-03,10282,2.0,,,yes
2019-03,10301,74.0,,5.0,yes
2019-03,10302,14.0,,4.0,yes
2019-03,10303,49.0,,11.0,yes
2019-03,10304,95.0,,8.0,yes
2019-03,10305,19.0,,5.0,yes
2019-03,10306,26.0,,1.0,yes
2019-03,10307,3.0,,3.0,yes
2019-03,10308,9.0,,,yes
2019-03,10309,4.0,,2.0,yes
2019-03,10310,35.0,,3.0,yes
2019-03,10312,8.0,,2.0,yes
2019-03,10314,37.0,,9.0,yes
2019-03,10451,440.0,,18.0,yes
2019-03,10452,367.0,,33.0,yes
2019-03,10453,507.0,,43.0,yes
2019-03,10454,156.0,,8.0,yes
2019-03,10455,190.0,,19.0,yes
2019-03,10456,470.0,,46.0,yes
2019-03,10457,417.0,,38.0,yes
2019-03,10458,436.0,,30.0,yes
2019-03,10459,334.0,,19.0,yes
2019-03,10460,319.0,,17.0,yes
2019-03,10461,66.0,,13.0,yes
2019-03,10462,237.0,,27.0,yes
2019-03,10463,173.0,,21.0,yes
2019-03,10464,2.0,,,yes
2019-03,10465,19.0,,4.0,yes
2019-03,10466,143.0,,24.0,yes
2019-03,10467,455.0,,47.0,yes
2019-03,10468,362.0,,23.0,yes
2019-03,10469,120.0,,16.0,yes
2019-03,10470,29.0,,9.0,yes
2019-03,10471,26.0,,3.0,yes
2019-03,10472,218.0,,22.0,yes
2019-03,10473,207.0,,16.0,yes
2019-03,10474,58.0,,7.0,yes
2019-03,10475,42.0,,,yes
2019-03,11001,2.0,,,yes
2019-03,11004,3.0,,1.0,yes
2019-03,11026,1.0,,,yes
2019-03,11101,40.0,,10.0,yes
2019-03,11102,108.0,,4.0,yes
2019-03,11103,20.0,,3.0,yes
2019-03,11104,37.0,,4.0,yes
2019-03,11105,30.0,,2.0,yes
2019-03,11106,61.0,,2.0,yes
2019-03,11109,10.0,,2.0,yes
2019-03,11111,1.0,,,no
2019-03,11201,57.0,,5.0,yes
2019-03,11203,146.0,,19.0,yes
2019-03,11204,39.0,,8.0,yes
2019-03,11205,130.0,,5.0,yes
2019-03,11206,177.0,,9.0,yes
2019-03,11207,334.0,,32.0,yes
2019-03,11208,262.0,,22.0,yes
2019-03,11209,44.0,,7.0,yes
2019-03,11210,70.0,,12.0,yes
2019-03,11211,51.0,,1.0,yes
2019-03,11212,435.0,,28.0,yes
2019-03,11213,208.0,,26.0,yes
2019-03,11214,52.0,,4.0,yes
2019-03,11215,20.0,,2.0,yes
2019-03,11216,122.0,,10.0,yes
2019-03,11217,93.0,,2.0,yes
2019-03,11218,64.0,,1.0,yes
2019-03,11219,31.0,,,yes
2019-03,11220,40.0,,9.0,yes
2019-03,11221,165.0,,17.0,yes
2019-03,11222,31.0,,2.0,yes
2019-03,11223,78.0,,12.0,yes
2019-03,11224,176.0,,10.0,yes
2019-03,11225,196.0,,14.0,yes
2019-03,11226,314.0,,31.0,yes
2019-03,11228,11.0,,2.0,yes
2019-03,11229,56.0,,7.0,yes
2019-03,11230,108.0,,12.0,yes
2019-03,11231,90.0,,2.0,yes
2019-03,11232,14.0,,4.0,yes
2019-03,11233,288.0,,38.0,yes
2019-03,11234,54.0,,4.0,yes
2019-03,11235,92.0,,15.0,yes
2019-03,11236,184.0,,18.0,yes
2019-03,11237,58.0,,2.0,yes
2019-03,11238,85.0,,9.0,yes
2019-03,11239,180.0,,9.0,yes
2019-03,11249,54.0,,1.0,yes
2019-03,11354,81.0,,9.0,yes
2019-03,11355,62.0,,14.0,yes
2019-03,11356,11.0,,4.0,yes
2019-03,11357,8.0,,,yes
2019-03,11358,13.0,,4.0,yes
2019-03,11360,3.0,,1.0,yes
2019-03,11361,13.0,,1.0,yes
2019-03,11362,2.0,,,yes
2019-03,11363,3.0,,,yes
2019-03,11364,12.0,,2.0,yes
2019-03,11365,144.0,,2.0,yes
2019-03,11366,7.0,,,yes
2019-03,11367,59.0,,3.0,yes
2019-03,11368,213.0,,23.0,yes
2019-03,11369,13.0,,5.0,yes
2019-03,11370,7.0,,2.0,yes
2019-03,11372,87.0,,7.0,yes
2019-03,11373,81.0,,7.0,yes
2019-03,11374,49.0,,5.0,yes
2019-03,11375,57.0,,7.0,yes
2019-03,11377,72.0,,7.0,yes
2019-03,11378,5.0,,1.0,yes
2019-03,11379,13.0,,2.0,yes
2019-03,11385,54.0,,7.0,yes
2019-03,11411,9.0,,6.0,yes
2019-03,11412,27.0,,5.0,yes
2019-03,11413,39.0,,9.0,yes
2019-03,11414,13.0,,1.0,yes
2019-03,11415,37.0,,3.0,yes
2019-03,11416,12.0,,8.0,yes
2019-03,11417,12.0,,8.0,yes
2019-03,11418,28.0,,6.0,yes
2019-03,11419,19.0,,4.0,yes
2019-03,11420,22.0,,6.0,yes
2019-03,11421,39.0,,5.0,yes
2019-03,11422,27.0,,1.0,yes
2019-03,11423,56.0,,12.0,yes
2019-03,11424,,,2.0,yes
2019-03,11426,7.0,,,yes
2019-03,11427,41.0,,1.0,yes
2019-03,11428,7.0,,3.0,yes
2019-03,11429,13.0,,9.0,yes
2019-03,11432,98.0,,8.0,yes
2019-03,11433,87.0,,16.0,yes
2019-03,11434,172.0,,14.0,yes
2019-03,11435,82.0,,14.0,yes
2019-03,11436,17.0,,2.0,yes
2019-03,11691,154.0,,24.0,yes
2019-03,11692,68.0,,9.0,yes
2019-03,11693,69.0,,1.0,yes
2019-03,11694,18.0,,4.0,yes
2019-03,11698,,,1.0,no
2019-04,0,3.0,,,no
2019-04,10001,66.0,,4.0,yes
2019-04,10002,134.0,,5.0,yes
2019-04,10003,44.0,,3.0,yes
2019-04,10004,5.0,,,yes
2019-04,10005,10.0,,1.0,yes
2019-04,10006,2.0,,3.0,yes
2019-04,10007,4.0,,,yes
2019-04,10009,65.0,,6.0,yes
2019-04,10010,29.0,,2.0,yes
2019-04,10011,40.0,,5.0,yes
2019-04,10012,19.0,,3.0,yes
2019-04,10013,18.0,,1.0,yes
2019-04,10014,25.0,,3.0,yes
2019-04,10016,57.0,,8.0,yes
2019-04,10017,23.0,,1.0,yes
2019-04,10018,8.0,,2.0,yes
2019-04,10019,74.0,,12.0,yes
2019-04,10021,39.0,,4.0,yes
2019-04,10022,39.0,,1.0,yes
2019-04,10023,92.0,,4.0,yes
2019-04,10024,50.0,,2.0,yes
2019-04,10025,188.0,,10.0,yes
2019-04,10026,154.0,,8.0,yes
2019-04,10027,265.0,,7.0,yes
2019-04,10028,28.0,,3.0,yes
2019-04,10029,574.0,,18.0,yes
2019-04,10030,187.0,,12.0,yes
2019-04,10031,184.0,,14.0,yes
2019-04,10032,180.0,,11.0,yes
2019-04,10033,147.0,,9.0,yes
2019-04,10034,138.0,,13.0,yes
